-10.0	-0.00872	
-9.9	-0.00841	
-9.9	-0.00923	
-9.8	-0.00916	
-9.8	-0.00910	
-9.7	-0.00851	
-9.7	-0.00839	
-9.6	-0.00873	
-9.6	-0.00878	
-9.5	-0.00847	
-9.4	-0.00873	
-9.4	-0.00865	
-9.3	-0.00873	
-9.3	-0.00832	
-9.2	-0.00861	
-9.2	-0.00901	
-9.1	-0.00890	
-9.1	-0.00902	
-9.0	-0.00872	
-8.9	-0.00881	
-8.9	-0.00882	
-8.8	-0.00863	
-8.8	-0.00853	
-8.7	-0.00881	
-8.7	-0.00889	
-8.6	-0.00869	
-8.5	-0.00854	
-8.5	-0.00875	
-8.4	-0.00864	
-8.4	-0.00816	
-8.3	-0.00870	
-8.3	-0.00866	
-8.2	-0.00865	
-8.2	-0.00854	
-8.1	-0.00861	
-8.0	-0.00859	
-8.0	-0.00877	
-7.9	-0.00867	
-7.9	-0.00871	
-7.8	-0.00841	
-7.8	-0.00861	
-7.7	-0.00864	
-7.7	-0.00828	
-7.6	-0.00839	
-7.5	-0.00862	
-7.5	-0.00857	
-7.4	-0.00838	
-7.4	-0.00830	
-7.3	-0.00838	
-7.3	-0.00858	
-7.2	-0.00837	
-7.2	-0.00836	
-7.1	-0.00852	
-7.0	-0.00851	
-7.0	-0.00811	
-6.9	-0.00852	
-6.9	-0.00857	
-6.8	-0.00869	
-6.8	-0.00862	
-6.7	-0.00817	
-6.7	-0.00844	
-6.6	-0.00889	
-6.5	-0.00894	
-6.5	-0.00847	
-6.4	-0.00860	
-6.4	-0.00897	
-6.3	-0.00848	
-6.3	-0.00849	
-6.2	-0.00845	
-6.2	-0.00867	
-6.1	-0.00891	
-6.0	-0.00874	
-6.0	-0.00848	
-5.9	-0.00861	
-5.9	-0.00870	
-5.8	-0.00869	
-5.8	-0.00851	
-5.7	-0.00863	
-5.6	-0.00873	
-5.6	-0.00846	
-5.5	-0.00840	
-5.5	-0.00868	
-5.4	-0.00868	
-5.4	-0.00848	
-5.3	-0.00834	
-5.3	-0.00837	
-5.2	-0.00852	
-5.1	-0.00846	
-5.1	-0.00823	
-5.0	-0.00828	
-5.0	-0.00830	
-4.9	-0.00845	
-4.9	-0.00831	
-4.8	-0.00839	
-4.8	-0.00866	
-4.7	-0.00870	
-4.6	-0.00870	
-4.6	-0.00851	
-4.5	-0.00851	
-4.5	-0.00872	
-4.4	-0.00814	
-4.4	-0.00775	
-4.3	-0.00767	
-4.3	-0.00829	
-4.2	-0.00827	
-4.1	-0.00825	
-4.1	-0.00789	
-4.0	-0.00781	
-4.0	-0.00844	
-3.9	-0.00836	
-3.9	-0.00793	
-3.8	-0.00805	
-3.8	-0.00793	
-3.7	-0.00783	
-3.6	-0.00771	
-3.6	-0.00723	
-3.5	-0.00728	
-3.5	-0.00731	
-3.4	-0.00731	
-3.4	-0.00724	
-3.3	-0.00721	
-3.3	-0.00723	
-3.2	-0.00785	
-3.1	-0.00788	
-3.1	-0.00771	
-3.0	-0.00768	
-3.0	-0.00751	
-2.9	-0.00763	
-2.9	-0.00755	
-2.8	-0.00745	
-2.7	-0.00720	
-2.7	-0.00710	
-2.6	-0.00712	
-2.6	-0.00690	
-2.5	-0.00665	
-2.5	-0.00642	
-2.4	-0.00637	
-2.4	-0.00621	
-2.3	-0.00608	
-2.2	-0.00578	
-2.2	-0.00612	
-2.1	-0.00566	
-2.1	-0.00553	
-2.0	-0.00524	
-2.0	-0.00463	
-1.9	-0.00405	
-1.9	-0.00359	
-1.8	-0.00309	
-1.7	-0.00241	
-1.7	-0.00167	
-1.6	-0.00098	
-1.6	-0.00003	
-1.5	0.00091	
-1.5	0.00195	
-1.4	0.00296	
-1.4	0.00426	
-1.3	0.00509	
-1.2	0.00611	
-1.2	0.00751	
-1.1	0.00969	
-1.1	0.01230	
-1.0	0.01394	
-1.0	0.01657	
-0.9	0.01728	
-0.9	0.01955	
-0.8	0.02228	
-0.7	0.02605	
-0.7	0.02878	
-0.6	0.03135	
-0.6	0.03323	
-0.5	0.03814	
-0.5	0.04089	
-0.4	0.04361	
-0.4	0.04593	
-0.3	0.05222	
-0.2	0.05409	
-0.2	0.05499	
-0.1	0.05930	
-0.1	0.06785	
-0.0	0.06850	
0.0	0.06631	
0.1	0.07005	
0.2	0.07594	
0.2	0.07980	
0.3	0.08240	
0.3	0.08866	
0.4	0.09427	
0.4	0.09559	
0.5	0.11454	
0.5	0.11455	
0.6	0.12060	
0.7	0.12635	
0.7	0.13605	
0.8	0.14075	
0.8	0.14422	
0.9	0.14435	
0.9	0.15591	
1.0	0.15915	
1.0	0.16379	
1.1	0.16224	
1.2	0.16783	
1.2	0.17780	
1.3	0.18440	
1.3	0.18726	
1.4	0.19016	
1.4	0.20561	
1.5	0.22190	
1.5	0.23376	
1.6	0.24575	
1.7	0.23239	
1.7	0.23490	
1.8	0.25807	
1.8	0.26096	
1.9	0.25631	
1.9	0.26950	
2.0	0.29413	
2.0	0.29772	
2.1	0.30472	
2.2	0.31421	
2.2	0.30832	
2.3	0.31125	
2.3	0.32976	
2.4	0.33861	
2.4	0.35387	
2.5	0.34009	
2.5	0.34585	
2.6	0.36223	
2.7	0.36971	
2.7	0.38166	
2.8	0.38918	
2.8	0.38298	
2.9	0.39551	
2.9	0.43446	
3.0	0.44019	
3.1	0.44872	
3.1	0.47027	
3.2	0.47445	
3.2	0.48869	
3.3	0.50366	
3.3	0.51474	
3.4	0.51542	
3.4	0.52060	
3.5	0.51881	
3.6	0.53540	
3.6	0.55237	
3.7	0.56923	
3.7	0.56592	
3.8	0.55200	
3.8	0.55934	
3.9	0.58874	
3.9	0.60715	
4.0	0.59776	
