-10.0	-0.00339	
-9.9	-0.00238	
-9.9	-0.00239	
-9.8	-0.00238	
-9.8	-0.00236	
-9.7	-0.00234	
-9.7	-0.00235	
-9.6	-0.00233	
-9.6	-0.00234	
-9.5	-0.00226	
-9.4	-0.00223	
-9.4	-0.00221	
-9.3	-0.00222	
-9.3	-0.00226	
-9.2	-0.00224	
-9.2	-0.00225	
-9.1	-0.00221	
-9.1	-0.00230	
-9.0	-0.00231	
-8.9	-0.00227	
-8.9	-0.00230	
-8.8	-0.00226	
-8.8	-0.00224	
-8.7	-0.00225	
-8.7	-0.00220	
-8.6	-0.00208	
-8.5	-0.00207	
-8.5	-0.00215	
-8.4	-0.00215	
-8.4	-0.00215	
-8.3	-0.00204	
-8.3	-0.00199	
-8.2	-0.00193	
-8.2	-0.00189	
-8.1	-0.00189	
-8.0	-0.00196	
-8.0	-0.00193	
-7.9	-0.00206	
-7.9	-0.00209	
-7.8	-0.00208	
-7.8	-0.00209	
-7.7	-0.00197	
-7.7	-0.00194	
-7.6	-0.00210	
-7.5	-0.00207	
-7.5	-0.00207	
-7.4	-0.00208	
-7.4	-0.00199	
-7.3	-0.00198	
-7.3	-0.00198	
-7.2	-0.00207	
-7.2	-0.00204	
-7.1	-0.00203	
-7.0	-0.00201	
-7.0	-0.00204	
-6.9	-0.00200	
-6.9	-0.00200	
-6.8	-0.00198	
-6.8	-0.00184	
-6.7	-0.00196	
-6.7	-0.00181	
-6.6	-0.00180	
-6.5	-0.00182	
-6.5	-0.00179	
-6.4	-0.00180	
-6.4	-0.00177	
-6.3	-0.00174	
-6.3	-0.00173	
-6.2	-0.00175	
-6.2	-0.00173	
-6.1	-0.00173	
-6.0	-0.00172	
-6.0	-0.00171	
-5.9	-0.00171	
-5.9	-0.00169	
-5.8	-0.00170	
-5.8	-0.00177	
-5.7	-0.00178	
-5.6	-0.00177	
-5.6	-0.00174	
-5.5	-0.00173	
-5.5	-0.00180	
-5.4	-0.00181	
-5.4	-0.00177	
-5.3	-0.00180	
-5.3	-0.00178	
-5.2	-0.00186	
-5.1	-0.00181	
-5.1	-0.00179	
-5.0	-0.00182	
-5.0	-0.00188	
-4.9	-0.00187	
-4.9	-0.00187	
-4.8	-0.00183	
-4.8	-0.00181	
-4.7	-0.00181	
-4.6	-0.00182	
-4.6	-0.00183	
-4.5	-0.00178	
-4.5	-0.00178	
-4.4	-0.00178	
-4.4	-0.00181	
-4.3	-0.00181	
-4.3	-0.00180	
-4.2	-0.00178	
-4.1	-0.00174	
-4.1	-0.00170	
-4.0	-0.00171	
-4.0	-0.00177	
-3.9	-0.00177	
-3.9	-0.00175	
-3.8	-0.00174	
-3.8	-0.00176	
-3.7	-0.00171	
-3.6	-0.00172	
-3.6	-0.00173	
-3.5	-0.00173	
-3.5	-0.00171	
-3.4	-0.00165	
-3.4	-0.00170	
-3.3	-0.00175	
-3.3	-0.00174	
-3.2	-0.00172	
-3.1	-0.00165	
-3.1	-0.00167	
-3.0	-0.00167	
-3.0	-0.00162	
-2.9	-0.00163	
-2.9	-0.00160	
-2.8	-0.00153	
-2.7	-0.00149	
-2.7	-0.00145	
-2.6	-0.00147	
-2.6	-0.00144	
-2.5	-0.00139	
-2.5	-0.00131	
-2.4	-0.00125	
-2.4	-0.00127	
-2.3	-0.00114	
-2.2	-0.00111	
-2.2	-0.00098	
-2.1	-0.00092	
-2.1	-0.00086	
-2.0	-0.00079	
-2.0	-0.00068	
-1.9	-0.00056	
-1.9	-0.00039	
-1.8	-0.00026	
-1.7	-0.00016	
-1.7	0.00002	
-1.6	0.00008	
-1.6	0.00029	
-1.5	0.00043	
-1.5	0.00060	
-1.4	0.00082	
-1.4	0.00099	
-1.3	0.00124	
-1.2	0.00149	
-1.2	0.00173	
-1.1	0.00195	
-1.1	0.00225	
-1.0	0.00260	
-1.0	0.00285	
-0.9	0.00323	
-0.9	0.00351	
-0.8	0.00386	
-0.7	0.00417	
-0.7	0.00433	
-0.6	0.00468	
-0.6	0.00500	
-0.5	0.00547	
-0.5	0.00576	
-0.4	0.00624	
-0.4	0.00670	
-0.3	0.00714	
-0.2	0.00757	
-0.2	0.00800	
-0.1	0.00845	
-0.1	0.00889	
-0.0	0.00939	
0.0	0.00997	
0.1	0.01063	
0.2	0.01150	
0.2	0.01210	
0.3	0.01269	
0.3	0.01346	
0.4	0.01401	
0.4	0.01445	
0.5	0.01490	
0.5	0.01521	
0.6	0.01539	
0.7	0.01603	
0.7	0.01691	
0.8	0.01775	
0.8	0.01822	
0.9	0.01870	
0.9	0.01891	
1.0	0.02093	
1.0	0.02216	
1.1	0.02238	
1.2	0.02276	
1.2	0.02289	
1.3	0.02629	
1.3	0.02860	
1.4	0.02862	
1.4	0.02950	
1.5	0.03031	
1.5	0.03112	
1.6	0.03211	
1.7	0.03272	
1.7	0.03403	
1.8	0.03357	
1.8	0.03334	
1.9	0.03430	
1.9	0.03635	
2.0	0.03865	
2.0	0.03939	
2.1	0.04064	
2.2	0.04070	
2.2	0.04140	
2.3	0.04139	
2.3	0.04261	
2.4	0.04510	
2.4	0.04527	
2.5	0.04614	
2.5	0.04797	
2.6	0.04718	
2.7	0.04987	
2.7	0.04868	
2.8	0.04930	
2.8	0.05034	
2.9	0.05169	
2.9	0.05374	
3.0	0.05376	
3.1	0.05108	
3.1	0.05149	
3.2	0.05122	
3.2	0.05353	
3.3	0.05414	
3.3	0.05488	
3.4	0.05921	
3.4	0.06042	
3.5	0.06148	
3.6	0.06343	
3.6	0.06471	
3.7	0.06540	
3.7	0.06632	
